 RAINS-DIS_HR_HPC-MV_FINAL        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Part Pins List          0/2747 Selected Parts             10-Jan-2011 9:00
                                                           INCH units

Part        T/B
Pin   Name      X         Y     Layer  Net               Nail(s)

Part CN2    (T)

  53   53    -6.918    -2.592     0    GND               1
  54   54    -6.918    -1.263     0    GND               1

Part CN18   (T)

   1    1    -8.591    -0.361     1    GND               1
   2    2    -8.591    -0.381     1    SATA_TXP3_C       1121
   3    3    -8.591    -0.401     1    SATA_TXN3_C       1120
   4    4    -8.591    -0.420     1    GND               1
   5    5    -8.591    -0.440     1    SATA_RXN3_C       1119
   6    6    -8.591    -0.460     1    SATA_RXP3_C       1118
   7    7    -8.591    -0.479     1    GND               1
   8    8    -8.591    -0.499     1    NC__2246          
   9    9    -8.591    -0.519     1    N79250958         1117
  10   10    -8.591    -0.538     1    +5VODD            10
  11   11    -8.591    -0.558     1    +5VODD            10
  12   12    -8.591    -0.578     1    +5VODD            10
  13   13    -8.591    -0.597     1    +5VODD            10
  14   14    -8.591    -0.617     1    +5VODD            10
  15   15    -8.591    -0.637     1    N41944848         1116
  16   16    -8.591    -0.657     1    NC__2247          
  17   17    -8.591    -0.676     1    NC__2248          
  18   18    -8.591    -0.696     1    GND               1
  19   19    -8.591    -0.716     1    GND               1
  20   20    -8.591    -0.735     1    GND               1
  21   21    -8.586    -0.320     1    GND               1
  22   22    -8.586    -0.777     1    GND               1
  23   23    -8.428    -0.320     1    GND               1
  24   24    -8.428    -0.777     1    GND               1

Part CN20   (B)

   1    1     0.620    -3.177     0    TMDS_D2+          284
   2    2     0.559    -3.197     0    GND               1
   3    3     0.620    -3.216     0    TMDS_D2-          
   4    4     0.559    -3.236     0    TMDS_D1+          1421
   5    5     0.620    -3.256     0    GND               1
   6    6     0.559    -3.276     0    TMDS_D1-          282
   7    7     0.620    -3.295     0    TMDS_D0+          283
   8    8     0.559    -3.315     0    GND               1
   9    9     0.620    -3.335     0    TMDS_D0-          1420
  10   10     0.559    -3.354     0    TMDS_TXC+         281
  11   11     0.620    -3.374     0    GND               1
  12   12     0.559    -3.394     0    TMDS_TXC-         
  13   13     0.620    -3.413     0    NC__2041          
  14   14     0.559    -3.433     0    NC__2042          
  15   15     0.620    -3.453     0    HDMI_SCL          280
  16   16     0.559    -3.472     0    HDMI_SDA          1414
  17   17     0.620    -3.492     0    GND               1
  18   18     0.559    -3.512     0    HDMI_+5VRUN       1418
  19   19     0.620    -3.531     0    HDMI_DET_5        1407
  20   20     0.943    -3.010     0    GND               1
  21   21     0.943    -3.699     0    GND               1
  22   22     0.614    -3.069     0    GND               1
  23   23     0.614    -3.640     0    GND               1

Part CN22   (T)

   1    1    -6.555    -3.435     1    GND               1
   2    2    -6.555    -3.455     1    GND               1
   3    3    -6.555    -3.474     1    GND               1
   4    4    -6.555    -3.494     1    NC__2043          
   5    5    -6.555    -3.514     1    NC__2044          
   6    6    -6.555    -3.533     1    NC__2045          
   7    7    -6.555    -3.553     1    NC__2046          
   8    8    -6.555    -3.573     1    +5VRUN            9
   9    9    -6.555    -3.593     1    +5VRUN            9
  10   10    -6.555    -3.612     1    +5VRUN            9
  11   11    -6.555    -3.632     1    +5VRUN            9
  12   12    -6.555    -3.652     1    NC__2047          
  13   13    -6.555    -3.671     1    NC__2048          
  14   14    -6.555    -3.691     1    GND               1
  15   15    -6.555    -3.711     1    SATA_RXP0_C_C     990
  16   16    -6.555    -3.730     1    SATA_RXN0_C_C     991
  17   17    -6.555    -3.750     1    GND               1
  18   18    -6.555    -3.770     1    SATA_TXN0_C       992
  19   19    -6.555    -3.789     1    SATA_TXP0_C       993
  20   20    -6.555    -3.809     1    GND               1
  21   21    -6.402    -3.469     1    GND               1
  22   22    -6.402    -3.622     1    GND               1
  23   23    -6.402    -3.776     1    GND               1
  24   24    -6.476    -3.341     1    GND               1
  25   25    -6.476    -3.904     1    GND               1

Part CN24   (T)

   1    1    -3.327    -2.857     1    GND               1
   2    2    -3.366    -2.857     1    N29562219         630
   3    3    -3.266    -2.705     1    GND               1
   4    4    -3.427    -2.705     1    GND               1

Part CN28   (T)

   1    1    -0.221    -4.140     1    SD_D2             1401
   2    2    -0.221    -4.239     1    SD_D3             1397
   3    3    -0.221    -4.337     1    SD_CMD            1396
   4    4    -0.221    -4.435     1    GND               1
   5    5    -0.221    -4.534     1    CARD_3V3          1388
   6    6    -0.221    -4.632     1    SD_CLK            1390
   7    7    -0.221    -4.731     1    GND               1
   8    8    -0.221    -4.826     1    SD_D0             1391
   9    9    -0.221    -4.893     1    SD_D1             1389
  10   10    -0.221    -4.951     1    SD_WP             236
  11   11    -0.221    -4.993     1    SD_CD#            234
  12   12    -0.221    -5.038     1    GND               1
  13   13     0.787    -5.059     1    GND               1
  14   14     0.850    -3.938     1    GND               1

Part CN30   (B)

   1    1     0.425    -2.739     0    TRD0P_RJ45        287
   2    2     0.468    -2.699     0    TRD0N_RJ45        288
   3    3     0.425    -2.659     0    TRD1P_RJ45        289
   4    4     0.468    -2.619     0    TRD2P_RJ45        290
   5    5     0.425    -2.578     0    TRD2N_RJ45        291
   6    6     0.468    -2.538     0    TRD1N_RJ45        292
   7    7     0.425    -2.498     0    TRD3P_RJ45        293
   8    8     0.468    -2.458     0    TRD3N_RJ45        294
   9    9     0.799    -2.232     0    GND_CHASSIS_LAN   285
  10   10     0.799    -2.965     0    GND_CHASSIS_LAN   285
  11   11     0.509    -2.328     0    VDD               13
  12   12     0.509    -2.419     0    N34794879         1427
  13   13     0.509    -2.778     0    VDD               13
  14   14     0.509    -2.869     0    N34794850         1423

Part CN34   (B)

   1    1     0.799    -1.430     0    J_RED             225
   2    2     0.799    -1.520     0    J_GREEN           226
   3    3     0.799    -1.610     0    J_BLUE            227
   4    4     0.799    -1.700     0    ICT_TEST          229
   5    5     0.799    -1.791     0    GND               1
   6    6     0.799    -1.385     0    GND               1
   7    7     0.799    -1.475     0    GND               1
   8    8     0.799    -1.565     0    GND               1
   9    9     0.799    -1.655     0    CRT_+5VRUN        1451
  10   10     0.799    -1.745     0    GND               1
  11   11     0.744    -1.430     0    NC__2049          
  12   12     0.744    -1.520     0    CRT_DDCDATA       233
  13   13     0.744    -1.610     0    HSYNC13_R         228
  14   14     0.744    -1.700     0    VSYNC14_R         230
  15   15     0.744    -1.791     0    CRT_DDCCLK        232
  16   16     0.803    -2.006     0    GND               1
  17   17     0.803    -1.215     0    GND               1

Part CN44   (T)

   1    1    -0.221    -4.237     1    SD_D3             1397
   2    2    -0.221    -4.336     1    SD_CMD            1396
   3    3    -0.221    -4.434     1    GND               1
   4    4    -0.221    -4.533     1    CARD_3V3          1388
   5    5    -0.221    -4.631     1    SD_CLK            1390
   6    6    -0.221    -4.730     1    GND               1
   7    7    -0.221    -4.825     1    SD_D0             1391
   8    8    -0.221    -4.892     1    SD_D1             1389
   9    9    -0.221    -4.139     1    SD_D2             1401
  10   10    -0.221    -4.950     1    SD_WP             236
  11   11    -0.221    -4.990     1    SD_CD#            234
  12   12    -0.221    -5.037     1    GND               1
  13   13     0.787    -5.063     1    GND               1
  14   14     0.850    -3.925     1    GND               1

Part F2     (T)

   1    1     0.196    -3.864     1    +5VRUN            9
   2    2     0.078    -3.864     1    +5VRUN_F          260

Part F5     (B)

   1    1     0.540    -1.673     2    D_SHIFT_+5VRUN    231
   2    2     0.658    -1.673     2    CRT_+5VRUN        1451

Part F6     (T)

   1    1    -2.516    -0.285     1    N47763683         678
   2    2    -2.516    -0.215     1    N25507880         413

Part L4     (T)

   1    1    -0.704    -0.950     1    N174941003        402
   2    2    -0.641    -0.950     1    +V1.1S_VCCAPLL_DMI  398

Part L5     (T)

   1    1    -0.179    -0.986     1    +1.05VRUN         30
   2    2    -0.179    -1.049     1    +1_1VRUN_DPLLB    390

Part L6     (T)

   1    1    -0.280    -1.264     1    +VCC_TX_LVDS      394
   2    2    -0.280    -1.211     1    +1.8VRUN          24

Part L8     (T)

   1    1    -1.407    -4.192     1    +1.8VGPU          25
   2    2    -1.354    -4.192     1    N18139123         535

Part L9     (B)

   1    1    -2.461    -3.787     2    +1_0VPEG          34
   2    2    -2.408    -3.787     2    N18210293         1535

Part L11    (T)

   1    1    -0.115    -1.893     1    +VCCA_DAC         369
   2    2    -0.115    -1.956     1    +3VRUN_PCH        435

Part L12    (T)

   1    1    -1.537    -3.456     1    VDD_CORE          31
   2    2    -1.537    -3.509     1    N18210293         1535

Part L13    (T)

   1    1    -1.642    -3.838     1    +1.5VRUNVGA       484
   2    2    -1.677    -3.838     1    VDDRHB            532

Part L14    (T)

   1    1    -2.288    -3.967     1    +1.8VGPU          25
   2    2    -2.253    -3.967     1    VDD4              509

Part L15    (T)

   1    1    -2.438    -3.383     1    +3V_DELAY         22
   2    2    -2.403    -3.383     1    VDD3              569

Part L16    (T)

   1    1    -1.480    -3.448     1    +1.5VRUNVGA       484
   2    2    -1.480    -3.483     1    VDDRHA            531

Part L17    (B)

   1    1     0.152    -3.688     2    +5VRUN_D          1419
   2    2     0.187    -3.688     2    HDMI_+5VRUN       1418

Part L19    (T)

   1    1    -2.291    -3.151     1    +1.8VGPU          25
   2    2    -2.291    -3.186     1    DPAB_VDD18        497

Part L20    (B)

   1    1     0.374    -3.519     2    TMDS_TX0N         262
   2    2     0.374    -3.485     2    TMDS_TX0P         278
   3    3     0.451    -3.485     2    TMDS_D0+          283
   4    4     0.451    -3.519     2    TMDS_D0-          1420

Part L21    (T)

   1    1    -1.912    -3.202     1    +1.8VGPU          25
   2    2    -1.947    -3.202     1    VDD_CT            520

Part L22    (B)

   1    1     0.376    -3.389     2    TMDS_CLK1N        277
   2    2     0.376    -3.356     2    TMDS_CLK1P        276
   3    3     0.453    -3.356     2    TMDS_TXC+         281
   4    4     0.453    -3.389     2    TMDS_TXC-         

Part L23    (T)

   1    1    -2.438    -4.046     1    +1_0VPEG          34
   2    2    -2.385    -4.046     1    PCIE_VDDC         485

Part L24    (T)

   1    1    -2.233    -3.143     1    +1.8VGPU          25
   2    2    -2.198    -3.143     1    N17487977         494

Part L25    (B)

   1    1     0.376    -3.264     2    TMDS_TX1N         275
   2    2     0.376    -3.231     2    TMDS_TX1P         274
   3    3     0.453    -3.231     2    TMDS_D1+          1421
   4    4     0.453    -3.264     2    TMDS_D1-          282

Part L26    (T)

   1    1    -1.361    -2.956     1    PCIE_VDDR         1557
   2    2    -1.361    -2.903     1    +1.8VGPU          25

Part L27    (B)

   1    1     0.376    -3.137     2    TMDS_TX2N         273
   2    2     0.376    -3.104     2    TMDS_TX2P         272
   3    3     0.453    -3.104     2    TMDS_D2+          284
   4    4     0.453    -3.137     2    TMDS_D2-          

Part L29    (T)

   1    1    -2.224    -3.182     1    +1.8VGPU          25
   2    2    -2.189    -3.182     1    N17381721         525

Part L30    (T)

   1    1    -2.581    -2.970     1    +1_0VPEG          34
   2    2    -2.546    -2.970     1    N17499600         572

Part L31    (T)

   1    1    -2.581    -2.930     1    +1_0VPEG          34
   2    2    -2.546    -2.930     1    DPAB_VDD10        491

Part L33    (T)

   1    1    -2.024    -2.891     1    +1.8VGPU          25
   2    2    -2.024    -2.926     1    DPEF_VDD18        492

Part L35    (T)

   1    1    -1.984    -2.891     1    +1.8VGPU          25
   2    2    -1.984    -2.926     1    N17660283         487

Part L42    (B)

   1    1    -0.660    -1.067     2    +V1.1S_VCCPLL_EXP_R  1465
   2    2    -0.660    -1.131     2    +V1.05S_VCCAPLL_EXP  1463

Part L43    (B)

   1    1    -1.263    -1.520     2    +V1.1S_VCCAPLL    1477
   2    2    -1.327    -1.520     2    +1_1VRUN_VCCAPLL_R  1478

Part L44    (T)

   1    1    -0.109    -0.986     1    +1.05VRUN         30
   2    2    -0.109    -1.049     1    +1_1VRUN_DPLLA    389

Part L45    (B)

   1    1     0.568    -1.568     2    IGPU_B            378
   2    2     0.621    -1.568     2    J_BLUE            227

Part L46    (B)

   1    1     0.568    -1.488     2    IGPU_G            377
   2    2     0.621    -1.488     2    J_GREEN           226

Part L47    (B)

   1    1     0.569    -1.405     2    IGPU_R            376
   2    2     0.622    -1.405     2    J_RED             225

Part L48    (T)

   1    1    -2.277    -3.829     1    +1.8VGPU          25
   2    2    -2.224    -3.829     1    N18183895         510

Part L52    (T)

   1    1    -1.917    -3.134     1    +1.8VGPU          25
   2    2    -1.917    -3.099     1    N17676639         523

Part L53    (B)

   1    1    -1.933    -2.743     2    +1.8VGPU          25
   2    2    -1.933    -2.708     2    PCIE_VDDR         1557

Part L54    (T)

   1    1    -2.580    -3.011     1    +1_0VPEG          34
   2    2    -2.545    -3.011     1    DPEF_VDD10        493

Part L60    (T)

   1    1    -1.388    -0.819     1    USB_PP13          404
   2    2    -1.388    -0.748     1    USB13_CAM_F       423
   3    3    -1.420    -0.748     1    USB13_CAM#_F      422
   4    4    -1.420    -0.819     1    USB_PN13          403

Part L62    (T)

   1    1   -10.682    -1.544     1    N39230353         1172
   2    2   -10.682    -1.579     1    +3V_CAM           23

Part L68    (T)

   1    1    -0.397    -4.775     1    REGOUT            238
   2    2    -0.289    -4.775     1    N61703130         1385

Part L69    (B)

   1    1    -0.042    -2.947     2    N38861478         1430
   2    2    -0.042    -2.908     2    MDI0+             244
   3    3    -0.042    -2.868     2    MDI0-             309
   4    4    -0.042    -2.829     2    N38861478         1430
